id_recurso,data,datetime_captura,datetime_recurso,datetime_update,consorcio,servico,sentido,data_viagem,numero_relatorio_cimu,julgamento,motivo_julgamento,observacao_julgamento,data_julgamento
SMTR202406003230,2024-06-25,2024-08-26 00:00:00,2024-06-25 08:28:27,2024-08-25 11:07:17,Internorte,721,I,2024-05-13,42470,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-08-20 10:46:38
SMTR202406003422,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:04:54,2025-03-29 16:12:18,Internorte,920,I,2024-06-04,44504,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:17
SMTR202406003423,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:08:44,2025-03-29 16:12:19,Internorte,919,I,2024-06-06,44597,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:20
SMTR202406003426,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:13:34,2025-03-29 16:12:19,Internorte,920,I,2024-06-06,44598,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:24
SMTR202406003427,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:15:14,2025-03-29 16:12:19,Internorte,665,I,2024-06-06,44599,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:33
SMTR202406003429,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:16:46,2025-03-29 16:12:19,Internorte,919,V,2024-06-06,44600,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003423",2025-03-24 15:53:37
SMTR202406003430,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:18:44,2025-03-29 16:12:20,Internorte,SN919,V,2024-06-06,44601,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:41
SMTR202406003431,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:20:15,2025-03-29 16:12:20,Internorte,920,V,2024-06-06,44602,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003426",2025-03-24 15:53:45
SMTR202406003437,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:30:50,2025-03-29 16:12:21,Internorte,919,I,2024-06-06,44712,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003423",2025-03-24 15:54:00
SMTR202406003432,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:22:22,2025-03-29 16:12:20,Internorte,919,V,2024-06-07,44709,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:49
SMTR202406003434,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:25:30,2025-03-29 16:12:20,Internorte,SN919,V,2024-06-07,44710,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:53
SMTR202406003435,2024-06-25,2025-03-30 00:00:00,2024-06-25 15:28:52,2025-03-29 16:12:21,Internorte,920,V,2024-06-07,44711,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:57
SMTR202406003360,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:14:33,2025-03-29 16:12:09,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:29
SMTR202406003345,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:04:48,2025-03-29 16:12:06,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:50:56
SMTR202406003390,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:09:29,2025-03-29 16:12:10,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:41
SMTR202406003357,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:12:48,2025-03-29 16:12:08,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:25
SMTR202406003347,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:06:33,2025-03-29 16:12:06,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:50:59
SMTR202406003394,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:16:17,2025-03-29 16:12:10,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:52
SMTR202406003343,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:03:26,2025-03-29 16:12:05,Internorte,629,I,2024-06-20,46098,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:50:51
SMTR202406003389,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:08:32,2025-03-29 16:12:09,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:37
SMTR202406003391,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:11:18,2025-03-29 16:12:10,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:45
SMTR202406003348,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:07:19,2025-03-29 16:12:06,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:03
SMTR202406003363,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:16:09,2025-03-29 16:12:09,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:33
SMTR202406003392,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:12:40,2025-03-29 16:12:10,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:49
SMTR202406003396,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:18:03,2025-03-29 16:12:11,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:55
SMTR202406003356,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:12:00,2025-03-29 16:12:08,Internorte,629,I,2024-06-20,46098,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003343",2025-03-24 15:51:22
SMTR202406003411,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:35:48,2025-03-29 16:12:16,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:48
SMTR202406003397,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:18:53,2025-03-29 16:12:11,Internorte,629,I,2024-06-23,46438,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:51:59
SMTR202406003417,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:43:52,2025-03-29 16:12:18,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:53:08
SMTR202406003404,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:25:06,2025-03-29 16:12:13,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:20
SMTR202406003415,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:40:54,2025-03-29 16:12:17,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:53:00
SMTR202406003410,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:34:17,2025-03-29 16:12:16,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:45
SMTR202406003399,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:20:59,2025-03-29 16:12:11,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:04
SMTR202406003401,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:22:11,2025-03-29 16:12:11,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:07
SMTR202406003408,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:32:43,2025-03-29 16:12:15,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:38
SMTR202406003402,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:23:06,2025-03-29 16:12:12,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:11
SMTR202406003409,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:33:31,2025-03-29 16:12:16,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:41
SMTR202406003412,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:36:45,2025-03-29 16:12:17,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:52
SMTR202406003414,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:39:08,2025-03-29 16:12:17,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:56
SMTR202406003403,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:24:21,2025-03-29 16:12:12,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:15
SMTR202406003406,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:30:16,2025-03-29 16:12:13,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:31
SMTR202406003416,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:42:02,2025-03-29 16:12:18,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:53:04
SMTR202406003407,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:31:37,2025-03-29 16:12:15,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:35
SMTR202406003405,2024-06-25,2025-03-30 00:00:00,2024-06-25 13:28:55,2025-03-29 16:12:13,Internorte,629,I,2024-06-23,46438,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003397",2025-03-24 15:52:26
SMTR202406003190,2024-06-25,2025-03-30 00:00:00,2024-06-25 09:17:16,2025-03-29 16:12:05,Internorte,457,I,2024-06-24,46414,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:50:46
SMTR202406003187,2024-06-25,2025-03-30 00:00:00,2024-06-25 02:50:35,2025-03-29 16:12:04,Internorte,SN483,I,2024-06-25,46416,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:50:38
SMTR202406003188,2024-06-25,2025-03-30 00:00:00,2024-06-25 02:51:05,2025-03-29 16:12:05,Internorte,483,I,2024-06-25,46417,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:50:42
SMTR202406003420,2024-06-25,2025-03-30 00:00:00,2024-06-25 14:28:15,2025-03-29 16:12:18,Internorte,497,V,2024-06-25,46523,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:53:13
SMTR202406003476,2024-06-25,2025-03-30 00:00:00,2024-06-25 20:48:57,2025-03-29 16:12:22,Internorte,906,V,2024-06-25,46542,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003475",2025-03-24 15:54:09
SMTR202406003475,2024-06-25,2025-03-30 00:00:00,2024-06-25 20:48:21,2025-03-29 16:12:21,Internorte,906,I,2024-06-25,46542,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:54:05
SMTR202406003351,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:10:38,2025-03-29 16:12:07,Santa Cruz,788,I,2024-06-24,46449,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2025-03-24 15:51:07
SMTR202406003352,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:10:46,2025-03-29 16:12:07,Santa Cruz,788,V,2024-06-24,46449,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003351",2025-03-24 15:51:14
SMTR202406003354,2024-06-25,2025-03-30 00:00:00,2024-06-25 11:11:43,2025-03-29 16:12:07,Santa Cruz,788,V,2024-06-24,46450,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202406003351",2025-03-24 15:51:18
SMTR202208000268,2022-08-08,2024-01-17 14:00:00,2022-08-08 11:44:46,2023-09-30 19:26:51,Intersul,50,C,2022-07-27,"#ID78512",Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),,2023-09-30 19:26:51
SMTR202208000242,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:21:47,2023-09-30 19:26:48,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:48
SMTR202208000241,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:19:25,2023-09-30 19:26:48,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:48
SMTR202208000260,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:38:59,2023-09-30 19:26:49,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:49
SMTR202208000261,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:39:47,2023-09-30 19:26:49,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:49
SMTR202208000243,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:38:16,2023-09-30 19:26:49,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:49
SMTR202208000262,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:40:39,2023-09-30 19:26:50,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:50
SMTR202208000263,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:41:26,2023-09-30 19:26:51,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:51
SMTR202208000225,2022-08-08,2024-01-17 14:00:00,2022-08-08 08:59:37,2023-09-30 19:26:40,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:40
SMTR202208000223,2022-08-08,2024-01-17 14:00:00,2022-08-08 08:57:31,2023-09-30 19:26:40,Transcarioca,652,V,2022-07-08,314/2022,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,,2023-09-30 19:26:40
SMTR202208000224,2022-08-08,2024-01-17 14:00:00,2022-08-08 08:58:45,2023-09-30 19:26:40,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:40
SMTR202208000226,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:00:28,2023-09-30 19:26:41,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:41
SMTR202208000227,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:01:32,2023-09-30 19:26:41,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:41
SMTR202208000228,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:04:16,2023-09-30 19:26:42,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:42
SMTR202208000230,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:06:19,2023-09-30 19:26:42,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:42
SMTR202208000229,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:05:32,2023-09-30 19:26:42,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:42
SMTR202208000231,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:07:12,2023-09-30 19:26:43,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:43
SMTR202208000232,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:08:31,2023-09-30 19:26:43,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:43
SMTR202208000233,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:09:31,2023-09-30 19:26:44,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,,,2023-09-30 19:26:44
SMTR202208000234,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:10:30,2023-09-30 19:26:44,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:44
SMTR202208000236,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:15:15,2023-09-30 19:26:45,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:45
SMTR202208000235,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:11:22,2023-09-30 19:26:45,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:45
SMTR202208000237,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:15:56,2023-09-30 19:26:46,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:46
SMTR202208000238,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:16:46,2023-09-30 19:26:46,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:46
SMTR202208000240,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:18:33,2023-09-30 19:26:47,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:47
SMTR202208000239,2022-08-08,2024-01-17 14:00:00,2022-08-08 09:17:57,2023-09-30 19:26:47,Transcarioca,652,V,2022-07-08,314/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:47
SMTR202303002879,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:15:20,2024-02-13 13:22:03,Santa Cruz,731,I,2023-02-01,6944,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:12:48
SMTR202303002881,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:30:12,2024-02-13 13:22:04,Santa Cruz,731,I,2023-02-02,7035,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:12:56
SMTR202303002883,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:31:42,2024-02-13 13:22:05,Santa Cruz,731,I,2023-02-04,7288,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:13:03
SMTR202303002887,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:35:52,2024-02-13 13:22:08,Santa Cruz,731,I,2023-02-06,7420,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:13:17
SMTR202303002895,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:41:23,2024-02-13 13:35:54,Santa Cruz,731,I,2023-02-09,7775,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:13:44
SMTR202303002899,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:43:45,2024-02-13 13:36:01,Santa Cruz,731,I,2023-02-11,8214,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:14:04
SMTR202303002903,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:46:31,2024-02-13 13:36:07,Santa Cruz,731,I,2023-02-14,8486,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:14:19
SMTR202303002905,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:47:42,2024-02-13 13:36:09,Santa Cruz,731,I,2023-02-15,8549,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:14:27
SMTR202303002907,2023-03-09,2024-02-14 00:00:00,2023-03-09 11:49:08,2024-02-13 13:36:12,Santa Cruz,731,I,2023-02-16,8632,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:14:34
SMTR202303002914,2023-03-09,2024-02-14 00:00:00,2023-03-09 13:22:55,2024-02-13 13:36:18,Santa Cruz,743,C,2023-02-09,7797,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:14:59
SMTR202303002915,2023-03-09,2024-02-14 00:00:00,2023-03-09 13:24:04,2024-02-13 13:36:19,Santa Cruz,743,C,2023-02-11,8238,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:15:03
SMTR202303002916,2023-03-09,2024-02-14 00:00:00,2023-03-09 13:24:54,2024-02-13 13:36:20,Santa Cruz,743,C,2023-02-14,8520,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:15:07
SMTR202303002929,2023-03-09,2024-02-14 00:00:00,2023-03-09 13:49:12,2024-02-13 13:36:32,Transcarioca,766,I,2023-02-12,8298,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:15:55
SMTR202303003006,2023-03-09,2024-02-14 00:00:00,2023-03-09 15:01:58,2024-02-13 13:37:39,Santa Cruz,794,I,2023-02-03,7284,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:20:03
SMTR202303003010,2023-03-09,2024-02-14 00:00:00,2023-03-09 15:10:01,2024-02-13 13:37:41,Santa Cruz,794,I,2023-02-14,8526,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:20:15
SMTR202303003022,2023-03-09,2024-02-14 00:00:00,2023-03-09 15:19:31,2024-02-13 13:37:54,Santa Cruz,801,I,2023-02-03,7285,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:20:58
SMTR202303003031,2023-03-09,2024-02-14 00:00:00,2023-03-09 15:24:30,2024-02-13 13:38:06,Santa Cruz,812,I,2023-02-11,8239,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:21:22
SMTR202303003038,2023-03-09,2024-02-14 00:00:00,2023-03-09 15:29:24,2024-02-13 13:38:13,Santa Cruz,812,I,2023-02-14,8509,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 13:21:41
